year,hour,obs,D1,D7,D30,D365
1973,0,89,106,98,91,
1973,1,83,106,98,91,
1973,2,83,106,98,91,
1973,3,72,106,98,91,
1973,4,67,106,98,91,
1973,5,61,104,98,91,
1973,6,61,103,97,91,
1973,7,61,102,97,91,
1973,8,56,100,97,91,
1973,9,56,98,97,91,
1973,10,56,96,97,91,
1973,11,50,93,97,90,
1973,12,50,90,97,90,
1973,13,56,87,97,90,
1973,14,56,85,97,90,
1973,15,50,82,96,90,
1973,16,56,79,96,90,
1973,17,61,76,96,90,
1973,18,72,74,96,90,
1973,19,89,72,96,90,
1973,20,100,71,96,90,
1973,21,100,71,96,89,
1973,22,94,70,96,89,
1973,23,89,69,96,89,
1974,0,78,30,80,60,120
1974,1,72,33,80,60,120
1974,2,67,35,80,60,120
1974,3,61,37,79,60,120
1974,4,56,38,79,60,120
1974,5,56,40,79,60,120
1974,6,50,42,78,60,120
1974,7,50,44,78,60,120
1974,8,50,46,78,60,120
1974,9,39,47,77,60,120
1974,10,33,48,77,60,120
1974,11,39,50,76,60,120
1974,12,56,53,76,60,120
1974,13,67,57,76,60,120
1974,14,89,60,76,60,120
1974,15,100,63,75,61,120
1974,16,122,67,75,61,120
1974,17,122,71,75,61,120
1974,18,133,74,75,61,120
1974,19,144,77,75,61,120
1974,20,122,78,75,61,120
1974,21,111,79,75,61,120
1974,22,106,80,75,61,120
1974,23,139,82,75,61,120
1975,0,56,50,32,53,124
1975,1,61,49,33,53,124
1975,2,61,49,33,53,124
1975,3,72,49,33,53,124
1975,4,72,50,34,53,124
1975,5,67,52,34,53,124
1975,6,50,53,34,53,124
1975,7,44,54,34,53,124
1975,8,39,55,35,53,124
1975,9,28,56,35,53,124
1975,10,22,56,35,53,124
1975,11,22,57,35,53,124
1975,12,39,58,35,53,124
1975,13,50,58,36,53,124
1975,14,72,59,36,53,124
1975,15,83,60,36,53,124
1975,16,89,60,37,53,124
1975,17,94,61,37,54,123
1975,18,100,62,38,54,123
1975,19,94,61,38,54,123
1975,20,94,62,38,54,123
1975,21,100,64,39,54,123
1975,22,72,64,39,54,123
1975,23,61,64,40,54,123
1976,0,150,91,95,78,124
1976,1,133,93,95,78,124
1976,2,122,95,95,78,124
1976,3,111,97,95,78,124
1976,4,117,99,96,78,124
1976,5,100,100,96,78,124
1976,6,100,102,96,78,124
1976,7,122,106,96,79,124
1976,8,106,108,96,79,124
1976,9,111,112,96,79,124
1976,10,111,115,96,79,124
1976,11,122,119,96,79,124
1976,12,122,122,97,79,124
1976,13,128,126,97,80,124
1976,14,139,129,97,80,124
1976,15,139,131,98,80,124
1976,16,139,132,98,80,124
1976,17,178,135,99,80,124
1976,18,161,136,99,81,124
1976,19,117,135,99,81,124
1976,20,94,132,99,81,124
1976,21,100,128,99,81,124
1976,22,78,124,99,81,124
1976,23,56,119,99,81,124
1977,0,61,59,51,64,105
1977,1,56,59,51,64,105
1977,2,56,60,51,64,105
1977,3,39,59,50,64,105
1977,4,50,60,50,64,105
1977,5,50,60,50,64,105
1977,6,44,61,49,64,105
1977,7,22,60,49,64,105
1977,8,44,61,49,64,105
1977,9,44,62,49,64,105
1977,10,56,64,49,64,105
1977,11,56,65,49,64,105
1977,12,56,66,49,64,105
1977,13,67,66,49,64,105
1977,14,72,67,49,64,105
1977,15,83,67,49,64,105
1977,16,89,67,49,64,105
1977,17,89,67,49,64,105
1977,18,89,66,49,64,105
1977,19,94,65,49,64,105
1977,20,94,64,49,63,105
1977,21,94,65,49,63,105
1977,22,100,66,50,63,105
1977,23,89,66,50,63,105
1978,0,67,72,75,66,112
1978,1,72,70,76,66,112
1978,2,72,70,76,66,112
1978,3,72,69,76,66,112
1978,4,78,69,77,66,112
