YHM,temp
19440000,+0196
19440100,+0191
19440200,+0191
19440300,+0180
19440400,+0207
19440500,+0224
19440600,+0241
19440700,+0252
19440800,+0268
19440900,+0291
19441000,+0296
19441100,+0296
19441200,+0296
19441300,+0302
19441400,+0302
19441500,+0296
19441600,+0280
19441700,+0257
19441800,+0241
19441900,+0230
19442000,+0213
19442100,+0213
19442200,+0207
19442300,+0202
19450000,+0207
19450100,+0196
19450200,+0185
19450300,+0185
19450400,+0191
19450500,+0213
19450600,+0235
19450700,+0252
19450800,+0268
19450900,+0291
19451000,+0302
19451100,+0313
19451200,+0318
19451300,+0324
19451400,+0318
19451500,+0318
19451600,+0307
19451700,+0291
19451800,+0268
19451900,+0252
19452000,+0246
19452100,+0235
19452200,+0230
19452300,+0224
19460000,+0224
19460100,+0218
19460200,+0207
19460300,+0202
19460400,+0196
19460500,+0230
19460600,+0241
19460700,+0263
19460800,+0296
19460900,+0324
19461000,+0335
19461100,+0346
19461200,+0352
19461300,+0357
19461400,+0352
19461500,+0341
19461600,+0335
19461700,+0307
19461800,+0285
19461900,+0274
19462000,+0257
19462100,+0246
19462200,+0235
19462300,+0224
19491200,+0322
19501200,+0300
19511200,+0278
19521200,+0278
19570000,+0189
19570600,+0250
19570900,+0278
19571500,+0278
19571800,+0250
19580000,+0189
19580600,+0222
19581200,+0361
19581800,+0289
19590000,+0200
19590600,+0200
19591200,+0278
19591800,+0239
19600000,+0161
19600600,+0200
19601200,+0300
19601800,+0228
19610000,+0172
19610600,+0211
19611200,+0311
19611800,+0261
19620000,+0178
19620600,+0189
19621200,+0300
19621800,+0261
19630000,+0200
19630300,+0178
19630600,+0200
19631200,+0272
19631500,+0272
19631800,+0222
19632100,+0178
19640000,+0178
19640300,+0172
19640600,+0211
19641200,+0311
19641500,+0300
19641800,+0250
19642100,+0200
19650000,+0161
19650300,+0150
19650600,+0189
19651200,+0278
19651500,+0278
19651800,+0228
19652100,+0189
19660000,+0222
19660300,+0222
19660600,+0239
19660900,+0289
19661200,+0322
19661500,+0300
19661800,+0272
19662100,+0239
19730000,+0180
19730100,+0170
19730220,+0170
19730500,+0180
19730600,+0200
19730700,+0210
19730800,+0240
19730900,+0260
19731100,+0280
19731200,+0290
19731300,+0280
19731500,+0270
19731600,+0260
19731800,+0220
19731900,+0220
19732000,+0200
19732100,+0190
19732200,+0180
19740000,+0240
19740100,+0240
19740300,+0210
19740400,+0220
19740600,+0250
19740700,+0270
19740800,+0300
19740900,+0300
19741000,+0330
19741100,+0340
19741200,+0360
19741300,+0360
19741400,+0360
19741500,+0360
19741600,+0350
19741800,+0290
19742100,+0260
19742300,+0250
19750000,+0190
19750130,+0190
19750300,+0170
19750600,+0210
19750700,+0220
19750900,+0250
19751000,+0260
19751100,+0270
19751200,+0280
19751300,+0280
19751400,+0270
19751500,+0280
19751600,+0270
19751800,+0230
19751900,+0220
19752000,+0210
19752100,+0210
19752200,+0200
19760000,+0190
19760300,+0190
