year,hour,obs,D1,D7,D30,D365
2006,0,-94,,,-14,
2006,1,-102,,,-14,
2006,2,-116,,,-14,
2006,3,-114,,,-15,
2006,4,-110,,,-15,
2006,5,-108,,,-15,
2006,6,-102,,,-15,
2006,7,-105,-102,,-16,
2006,8,-100,-101,,-16,
2006,9,-94,-99,,-16,
2006,10,-92,-97,,-16,
2006,11,-97,-95,,-17,
2006,12,-97,-94,,-17,
2006,13,-86,-92,,-17,
2006,14,-69,-90,,-17,
2006,15,-58,-89,,-18,
2006,16,-52,-87,,-18,
2006,17,-42,-86,,-18,
2006,18,-30,-84,,-18,
2006,19,-27,-82,,-18,
2006,20,-24,-81,,-18,
2006,21,-22,-79,,-18,
2006,22,-36,-78,,-18,
2006,23,-56,-76,,-18,
2007,0,-66,-126,-111,-92,82
2007,1,-66,-123,-111,-92,82
2007,2,-64,-120,-111,-92,82
2007,3,-58,-116,-111,-92,82
2007,4,-50,-113,-111,-92,82
2007,5,-41,-109,-110,-92,82
2007,6,-32,-104,-110,-92,82
2007,7,-22,-98,-109,-92,82
2007,8,-22,-92,-108,-92,82
2007,9,-19,-86,-108,-92,82
2007,10,-8,-79,-107,-91,82
2007,11,-5,-72,-106,-91,82
2007,12,-2,-65,-105,-91,82
2007,13,8,-58,-103,-91,82
2007,14,22,-51,-102,-91,82
2007,15,32,-43,-101,-90,82
2007,16,46,-36,-100,-90,82
2007,17,60,-29,-99,-90,82
2007,18,69,-22,-98,-90,82
2007,19,72,-16,-97,-90,82
2007,20,66,-11,-96,-89,82
2007,21,56,-6,-95,-89,82
2007,22,42,-2,-94,-89,82
2007,23,33,2,-93,-89,82
2008,0,-82,-36,-28,-37,86
2008,1,-88,-40,-29,-37,86
2008,2,-88,-44,-29,-37,86
2008,3,-91,-48,-29,-37,86
2008,4,-97,-51,-29,-37,86
2008,5,-100,-55,-30,-37,86
2008,6,-106,-58,-30,-37,86
2008,7,-111,-62,-31,-37,86
2008,8,-106,-66,-31,-37,86
2008,9,-100,-69,-32,-37,86
2008,10,-100,-71,-32,-36,86
2008,11,-100,-74,-33,-36,86
2008,12,-102,-76,-33,-36,86
2008,13,-102,-78,-34,-36,86
2008,14,-94,-80,-34,-36,86
2008,15,-86,-82,-35,-36,86
2008,16,-78,-83,-35,-36,86
2008,17,-74,-85,-36,-36,86
2008,18,-69,-86,-36,-36,86
2008,19,-64,-88,-36,-36,86
2008,20,-64,-88,-36,-36,86
2008,21,-64,-88,-36,-36,86
2008,22,-72,-88,-36,-36,86
2008,23,-80,-88,-37,-36,86
2009,0,-80,-6,-39,-48,75
2009,1,-88,-9,-40,-48,75
2009,2,-88,-13,-40,-48,75
2009,3,-89,-17,-41,-48,75
2009,4,-86,-21,-41,-48,75
2009,5,-83,-25,-42,-48,75
2009,6,-83,-29,-42,-48,75
2009,7,-86,-33,-43,-48,75
2009,8,-91,-38,-43,-48,75
2009,9,-97,-43,-44,-48,75
2009,10,-100,-48,-44,-48,75
2009,11,-100,-53,-44,-48,75
2009,12,-100,-57,-45,-48,75
2009,13,-94,-62,-45,-48,75
2009,14,-82,-65,-45,-47,75
2009,15,-72,-69,-45,-47,75
2009,16,-68,-72,-45,-47,75
2009,17,-58,-74,-45,-47,75
2009,18,-52,-76,-46,-47,75
2009,19,-50,-77,-46,-47,75
2009,20,-50,-78,-46,-47,75
2009,21,-50,-78,-46,-47,75
2009,22,-52,-78,-46,-47,75
2009,23,-55,-77,-46,-47,75
2010,0,-18,-14,-37,-53,79
2010,1,-22,-14,-36,-53,79
2010,2,-19,-14,-36,-53,79
2010,3,-18,-13,-36,-53,79
