YHM,temp
19480000,+0250
19480100,+0250
19480200,+0244
19480300,+0261
19480400,+0261
19480500,+0250
19480600,+0256
19480700,+0256
19480800,+0256
19480900,+0261
19481000,+0256
19481100,+0256
19481200,+0256
19481300,+0267
19481400,+0278
19481500,+0278
19481600,+0300
19481700,+0306
19481800,+0311
19481900,+0283
19482000,+0283
19482100,+0278
19482200,+0278
19482300,+0272
19490000,+0272
19490100,+0267
19490200,+0261
19490300,+0261
19490400,+0256
19490500,+0256
19490600,+0256
19490700,+0256
19490800,+0250
19490900,+0244
19491000,+0233
19491100,+0239
19491200,+0233
19491300,+0239
19491400,+0250
19491500,+0256
19491600,+0272
19491700,+0278
19491800,+0261
19491900,+0267
19492000,+0294
19492100,+0294
19492200,+0289
19492300,+0278
19500000,+0261
19500100,+0272
19500200,+0267
19500300,+0244
19500400,+0239
19500500,+0239
19500600,+0228
19500700,+0233
19500800,+0228
19500900,+0228
19501000,+0222
19501100,+0233
19501200,+0256
19501300,+0278
19501400,+0289
19501500,+0294
19501600,+0306
19501700,+0306
19501800,+0289
19501900,+0294
19502000,+0278
19502100,+0289
19502200,+0272
19502300,+0261
19510000,+0239
19510100,+0239
19510200,+0239
19510300,+0233
19510400,+0233
19510500,+0233
19510600,+0233
19510700,+0228
19510800,+0228
19510900,+0228
19511000,+0228
19511100,+0233
19511200,+0244
19511300,+0261
19511400,+0272
19511500,+0283
19511600,+0294
19511700,+0294
19511800,+0283
19511900,+0278
19512000,+0272
19512100,+0267
19512200,+0261
19512300,+0256
19520000,+0244
19520100,+0244
19520200,+0239
19520300,+0239
19520400,+0233
19520500,+0233
19520600,+0233
19520700,+0233
19520800,+0233
19520900,+0233
19521000,+0233
19521100,+0233
19521200,+0250
19521300,+0256
19521400,+0244
19521500,+0256
19521600,+0272
19521700,+0278
19521800,+0278
19521900,+0289
19522000,+0267
19522100,+0267
19522200,+0256
19522300,+0256
19530000,+0294
19530100,+0283
19530200,+0289
19530300,+0278
19530400,+0267
19530500,+0256
19530600,+0250
19530700,+0239
19530800,+0233
19530900,+0233
19531000,+0222
19531100,+0233
19531200,+0244
19531300,+0261
19531400,+0267
19531500,+0278
19531600,+0289
19531700,+0300
19531800,+0306
19531900,+0311
19532000,+0311
19532100,+0306
19532200,+0300
19532300,+0289
19540000,+0261
19540100,+0261
19540200,+0261
19540300,+0256
19540400,+0250
19540500,+0250
19540600,+0244
19540700,+0239
19540800,+0239
19540900,+0239
19541000,+0233
19541100,+0250
19541200,+0261
19541300,+0278
19541400,+0289
19541500,+0294
19541600,+0300
19541700,+0294
19541800,+0306
19541900,+0294
19542000,+0283
19542100,+0283
19542200,+0272
19542300,+0267
19550000,+0200
19550100,+0206
19550200,+0200
19550300,+0206
19550400,+0200
19550500,+0200
19550600,+0200
19550700,+0200
19550800,+0200
19550900,+0200
19551000,+0200
19551100,+0200
19551200,+0217
19551300,+0228
19551400,+0233
19551500,+0233
19551600,+0239
19551700,+0244
19551800,+0250
19551900,+0244
19552000,+0250
19552100,+0244
19552200,+0239
19552300,+0233
19560000,+0222
19560100,+0217
19560200,+0211
19560300,+0206
19560400,+0206
19560500,+0189
19560600,+0183
19560700,+0183
19560800,+0167
19560900,+0167
19561000,+0167
19561100,+0178
19561200,+0189
19561300,+0200
19561400,+0211
19561500,+0217
19561600,+0239
19561700,+0222
19561800,+0233
19561900,+0239
19562000,+0233
19562100,+0222
19562200,+0217
19562300,+0211
19570000,+0233
19570100,+0233
19570200,+0228
19570300,+0222
19570400,+0222
19570500,+0222
19570600,+0222
19570700,+0211
19570800,+0206
19570900,+0211
19571000,+0211
19571100,+0222
19571200,+0228
19571300,+0233
19571400,+0250
19571500,+0250
19571600,+0250
19571700,+0244
19571800,+0239
19571900,+0250
19572000,+0267
19572100,+0261
19572200,+0267
19572300,+0261
