year,hour,obs,D1,D7,D30,D365
1949,0,6,10,24,22,
1949,1,0,9,24,22,
1949,2,-6,8,24,22,
1949,3,-11,7,24,21,
1949,4,-11,6,25,21,
1949,5,-17,5,25,21,
1949,6,-22,5,25,21,
1949,7,-17,4,25,21,
1949,8,-22,4,25,21,
1949,9,-22,3,25,21,
1949,10,-28,3,25,21,
1949,11,-28,2,26,21,
1949,12,-22,2,26,21,
1949,13,-11,2,26,20,
1949,14,6,2,26,20,
1949,15,17,2,26,20,
1949,16,28,2,26,20,
1949,17,33,2,26,20,
1949,18,50,2,26,20,
1949,19,56,3,26,20,
1949,20,56,4,26,20,
1949,21,33,4,26,20,
1949,22,22,4,26,19,
1949,23,22,5,26,19,
1950,0,100,87,36,39,129
1950,1,94,88,36,39,129
1950,2,94,89,36,39,129
1950,3,94,90,35,39,129
1950,4,94,92,35,39,129
1950,5,94,92,35,39,129
1950,6,94,93,35,39,129
1950,7,89,93,35,39,129
1950,8,89,94,35,39,129
1950,9,89,94,35,39,129
1950,10,89,95,35,39,129
1950,11,94,95,35,40,129
1950,12,94,95,35,40,129
1950,13,94,95,36,40,129
1950,14,100,95,36,40,129
1950,15,106,95,36,40,129
1950,16,106,95,36,40,129
1950,17,133,97,36,40,129
1950,18,161,99,37,40,129
1950,19,161,102,37,40,129
1950,20,150,104,38,41,129
1950,21,106,105,38,41,129
1950,22,106,105,38,41,129
1950,23,106,106,39,41,129
1951,0,67,64,11,12,114
1951,1,72,66,11,12,114
1951,2,83,68,13,12,114
1951,3,89,70,14,12,114
1951,4,89,72,15,12,114
1951,5,89,74,16,12,114
1951,6,89,76,17,12,114
1951,7,89,78,18,12,114
1951,8,83,79,19,12,114
1951,9,89,81,20,12,114
1951,10,100,82,21,12,114
1951,11,106,84,22,12,114
1951,12,100,86,24,13,114
1951,13,106,88,25,13,114
1951,14,111,89,26,13,114
1951,15,117,90,27,13,114
1951,16,94,90,27,13,114
1951,17,117,91,28,13,114
1951,18,111,92,29,13,114
1951,19,100,92,30,13,114
1951,20,106,93,30,13,114
1951,21,100,94,31,13,114
1951,22,78,94,32,13,114
1951,23,67,94,32,13,114
1952,0,17,36,43,30,121
1952,1,17,34,44,30,121
1952,2,11,33,44,30,121
1952,3,6,31,45,30,121
1952,4,6,30,45,29,121
1952,5,-6,28,45,29,121
1952,6,-11,26,46,29,121
1952,7,-6,24,46,29,121
1952,8,-6,22,46,29,121
1952,9,-11,20,46,28,121
1952,10,-17,18,47,28,121
1952,11,-17,16,47,28,121
1952,12,-17,14,47,28,121
1952,13,-11,12,47,27,121
1952,14,6,11,48,27,121
1952,15,6,9,48,27,121
1952,16,0,8,48,27,121
1952,17,11,7,48,27,121
1952,18,17,6,48,26,121
1952,19,17,5,49,26,121
1952,20,17,5,49,26,121
1952,21,17,4,49,26,121
1952,22,11,3,49,26,120
1952,23,11,3,49,26,120
1953,0,56,53,4,36,125
