YHM,temp
19440000,+0174
19440100,+0169
19440200,+0157
19440300,+0146
19440400,+0141
19440500,+0130
19440600,+0135
19440700,+0124
19440800,+0124
19440900,+0124
19441000,+0124
19441100,+0119
19441200,+0124
19441300,+0124
19441400,+0130
19441500,+0146
19441600,+0152
19441700,+0180
19441800,+0196
19441900,+0196
19442000,+0191
19442100,+0196
19442200,+0191
19442300,+0185
19730000,+0167
19730026,+0150
19730100,+0144
19730200,+0139
19730215,+0138
19730300,+0133
19730400,+0133
19730500,+0139
19730600,+0139
19730700,+0139
19730800,+0139
19730900,+0139
19731000,+0139
19731100,+0139
19731200,+0139
19731300,+0133
19731400,+0133
19731500,+0133
19731600,+0139
19731700,+0144
19731800,+0156
19731900,+0172
19732000,+0172
19732100,+0167
19732200,+0172
19732300,+0172
19740000,+0189
19740100,+0178
19740200,+0172
19740300,+0156
19740400,+0156
19740500,+0150
19740600,+0144
19740700,+0133
19740800,+0133
19740900,+0133
19741000,+0122
19741100,+0128
19741200,+0122
19741300,+0111
19741400,+0117
19741500,+0133
19741600,+0161
19741700,+0194
19741800,+0217
19741900,+0211
19742000,+0183
19742100,+0200
19742200,+0200
19742300,+0200
19750000,+0100
19750100,+0117
19750200,+0094
19750208,+0094
19750300,+0089
19750400,+0083
19750500,+0083
19750600,+0083
19750700,+0083
19750800,+0078
19750900,+0078
19751000,+0078
19751100,+0078
19751200,+0078
19751300,+0078
19751400,+0078
19751500,+0078
19751600,+0094
19751700,+0117
19751800,+0128
19751900,+0133
19752000,+0139
19752100,+0139
19752200,+0144
19752300,+0133
19760000,+0161
19760100,+0156
19760200,+0144
19760300,+0133
19760400,+0139
19760500,+0133
19760600,+0128
19760700,+0128
19760800,+0122
19760900,+0117
19761000,+0117
19761100,+0117
19761200,+0100
19761300,+0100
19761400,+0100
19761500,+0117
19761600,+0144
19761700,+0161
19761800,+0172
19761900,+0178
19762000,+0183
19762100,+0183
19762200,+0183
19762300,+0178
19770000,+0161
19770100,+0156
19770200,+0144
19770300,+0144
19770400,+0144
19770500,+0144
19770600,+0144
19770700,+0139
19770800,+0128
19770900,+0122
19771000,+0122
19771100,+0128
19771200,+0128
19771300,+0128
19771400,+0133
19771500,+0128
19771600,+0133
19771700,+0156
19771714,+0167
19771800,+0183
19771900,+0167
19772000,+0167
19772005,+0167
19772100,+0167
19772126,+0156
19772200,+0156
19772300,+0150
19772322,+0139
19780000,+0144
19780100,+0150
19780200,+0144
19780300,+0133
19780400,+0122
19780500,+0117
19780527,+0117
19780600,+0117
19780700,+0117
19780722,+0117
19780800,+0117
19780900,+0117
19781000,+0117
19781000,+0117
19781015,+0117
19781100,+0111
19781200,+0111
19781300,+0100
19781400,+0094
19781500,+0106
19781600,+0128
19781700,+0133
19781800,+0144
19781900,+0144
19782000,+0150
19782100,+0139
19782200,+0144
19782300,+0144
19790000,+0167
19790100,+0156
19790200,+0144
19790300,+0139
19790400,+0133
19790500,+0133
19790600,+0133
19790700,+0133
19790800,+0133
19790900,+0128
19791000,+0128
19791027,+0128
19791100,+0128
19791104,+0128
19791200,+0128
19791300,+0128
19791400,+0122
19791500,+0133
19791552,+0111
19791600,+0150
19791630,+0161
19791700,+0161
19791800,+0161
19791900,+0167
19792000,+0183
19792100,+0178
19792200,+0172
19792300,+0167
19800000,+0172
19800100,+0161
19800200,+0144
19800300,+0139
19800400,+0133
19800500,+0133
19800600,+0139
19800700,+0178
19800800,+0178
19800900,+0172
19801000,+0172
19801100,+0133
19801200,+0128
19801300,+0128
19801400,+0117
19801500,+0139
19801600,+0156
19801700,+0172
19801800,+0194
19801900,+0194
19802000,+0194
19802100,+0189
19802200,+0183
19802300,+0194
19810000,+0178
19810100,+0167
19810200,+0161
19810300,+0156
19810400,+0144
19810500,+0139
19810600,+0139
19810700,+0133
19810743,+0133
19810800,+0133
19810900,+0128
19811000,+0128
19811100,+0128
19811200,+0128
19811300,+0128
19811312,+0128
19811335,+0128
19811400,+0128
19811500,+0139
19811600,+0144
19811700,+0150
19811800,+0156
19811900,+0167
19812000,+0167
19812100,+0172
19812200,+0178
19812300,+0172
19820000,+0144
19820100,+0144
19820200,+0128
19820300,+0128
19820400,+0122
19820500,+0117
19820600,+0111
19820700,+0106
19820800,+0094
19820900,+0089
19821000,+0100
19821100,+0094
19821200,+0089
19821300,+0089
19821400,+0089
19821500,+0100
19821600,+0117
19821700,+0133
19821800,+0150
19821900,+0167
19822000,+0150
19822100,+0144
19822200,+0150
19822300,+0144
19830000,+0172
19830100,+0183
19830200,+0172
19830300,+0167
19830400,+0167
19830500,+0167
19830600,+0161
19830700,+0156
19830800,+0156
19830900,+0144
19831000,+0133
19831100,+0128
19831200,+0128
19831300,+0117
19831400,+0111
19831500,+0117
19831600,+0156
19831700,+0178
19831800,+0194
19831900,+0194
19832000,+0178
19832100,+0178
19832200,+0189
19832300,+0183
19840000,+0156
