YHM,temp
19440000,+0196
19440100,+0180
19440200,+0169
19440300,+0157
19440400,+0152
19440500,+0152
19440600,+0152
19440700,+0152
19440800,+0146
19440900,+0130
19441000,+0124
19441100,+0135
19441200,+0130
19441300,+0135
19441400,+0146
19441500,+0169
19441600,+0180
19441700,+0180
19441800,+0185
19441900,+0185
19442000,+0196
19442100,+0191
19442200,+0191
19442300,+0180
19730000,+0194
19730100,+0183
19730110,+0177
19730200,+0172
19730300,+0167
19730313,+0166
19730400,+0167
19730500,+0167
19730600,+0161
19730611,+0155
19730700,+0150
19730800,+0156
19730900,+0156
19731000,+0156
19731100,+0156
19731200,+0156
19731300,+0156
19731318,+0155
19731400,+0156
19731500,+0178
19731600,+0178
19731700,+0189
19731800,+0189
19731900,+0194
19732000,+0206
19732100,+0211
19732200,+0206
19732300,+0206
19740000,+0206
19740100,+0194
19740200,+0183
19740300,+0178
19740400,+0172
19740500,+0172
19740600,+0172
19740700,+0167
19740800,+0167
19740900,+0167
19741000,+0167
19741100,+0167
19741200,+0172
19741300,+0172
19741400,+0172
19741500,+0172
19741600,+0183
19741700,+0211
19741800,+0211
19741825,+0217
19741900,+0217
19742000,+0217
19742100,+0211
19742200,+0222
19742300,+0217
19750000,+0183
19750100,+0178
19750200,+0172
19750300,+0167
19750324,+0161
19750400,+0161
19750500,+0156
19750600,+0156
19750700,+0156
19750800,+0156
19750900,+0156
19751000,+0156
19751100,+0156
19751200,+0156
19751300,+0156
19751400,+0156
19751500,+0156
19751515,+0156
19751600,+0156
19751604,+0156
19751700,+0156
19751729,+0161
19751800,+0161
19751809,+0161
19751900,+0172
19751911,+0172
19752000,+0178
19752031,+0183
19752100,+0183
19752200,+0189
19752300,+0183
19760000,+0211
19760100,+0211
19760200,+0194
19760300,+0183
19760400,+0178
19760500,+0172
19760600,+0172
19760700,+0172
19760800,+0172
19760900,+0172
19761000,+0172
19761100,+0167
19761200,+0167
19761300,+0167
19761400,+0167
19761500,+0172
19761600,+0189
19761623,+0206
19761700,+0211
19761800,+0228
19761900,+0228
19762000,+0222
19762100,+0222
19762200,+0222
19762300,+0217
19770000,+0200
19770100,+0194
19770200,+0183
19770300,+0172
19770400,+0167
19770500,+0161
19770600,+0156
19770700,+0156
19770720,+0156
19770800,+0156
19770900,+0156
19771000,+0156
19771100,+0161
19771200,+0161
19771300,+0161
19771400,+0161
19771500,+0167
19771600,+0183
19771700,+0206
19771800,+0200
19771900,+0200
19772000,+0211
19772100,+0211
19772200,+0206
19772300,+0200
19780000,+0256
19780100,+0244
19780200,+0239
19780300,+0222
19780400,+0211
19780500,+0194
19780600,+0194
19780700,+0194
19780800,+0194
19780900,+0183
19781000,+0172
19781100,+0167
19781200,+0161
19781300,+0161
19781400,+0167
19781500,+0183
19781600,+0200
19781700,+0217
19781800,+0222
19781900,+0239
19782000,+0233
19782100,+0228
19782200,+0222
19782300,+0222
19790000,+0250
19790100,+0256
19790200,+0239
19790300,+0222
19790400,+0217
19790500,+0206
19790600,+0194
19790700,+0194
19790800,+0194
19790900,+0183
19791000,+0183
19791100,+0178
19791200,+0178
19791300,+0172
19791400,+0172
19791500,+0183
19791600,+0222
19791700,+0244
19791800,+0244
19791900,+0244
19792000,+0250
19792100,+0250
19792200,+0244
19792300,+0239
19800000,+0194
19800100,+0189
19800200,+0183
19800300,+0172
19800400,+0167
19800500,+0156
19800600,+0150
19800700,+0150
19800800,+0144
19800900,+0133
19801000,+0144
19801100,+0133
19801200,+0133
19801300,+0139
19801400,+0156
19801500,+0172
19801600,+0189
19801700,+0206
19801800,+0206
19801900,+0206
19802000,+0211
19802100,+0217
19802200,+0211
19802300,+0206
19810000,+0250
19810100,+0239
19810200,+0239
19810300,+0278
19810400,+0267
19810500,+0261
19810600,+0250
19810700,+0244
19810800,+0239
19810900,+0233
19811000,+0233
19811100,+0233
19811200,+0233
19811300,+0239
19811400,+0239
19811500,+0228
19811600,+0244
19811700,+0267
19811800,+0300
19811900,+0311
19812000,+0300
19812100,+0311
19812200,+0306
19812300,+0289
19820000,+0178
19820100,+0178
19820200,+0172
19820300,+0161
19820400,+0156
19820500,+0150
19820600,+0156
19820700,+0156
19820800,+0156
19820900,+0150
19821000,+0150
19821100,+0156
19821200,+0156
19821300,+0161
19821400,+0161
19821500,+0167
19821600,+0172
19821700,+0189
19821800,+0178
19821900,+0178
19822000,+0183
19822100,+0194
19822118,+0200
19822200,+0211
19822222,+0206
19822300,+0206
19830000,+0200
19830100,+0194
19830200,+0183
19830300,+0172
19830400,+0172
19830500,+0172
19830540,+0172
19830600,+0172
19830700,+0172
19830800,+0172
19830832,+0167
19830900,+0172
