year,hour,obs,D1,D7,D30,D365
1949,0,117,126,144,140,
1949,1,94,126,143,140,
1949,2,83,126,143,140,
1949,3,83,126,143,140,
1949,4,78,126,142,140,
1949,5,83,125,142,140,
1949,6,106,125,142,140,
1949,7,117,126,142,141,
1949,8,106,125,142,141,
1949,9,117,125,141,141,
1949,10,144,126,141,141,
1949,11,167,128,141,141,
1949,12,194,131,141,141,
1949,13,206,134,141,141,
1949,14,222,138,141,141,
1949,15,228,141,141,141,
1949,16,233,144,141,141,
1949,17,233,147,141,141,
1949,18,233,149,141,141,
1949,19,228,152,141,141,
1949,20,217,154,141,141,
1949,21,194,156,141,141,
1949,22,178,157,141,141,
1949,23,167,160,141,141,
1950,0,150,178,155,164,115
1950,1,144,179,155,164,115
1950,2,144,179,155,164,115
1950,3,133,180,155,164,115
1950,4,122,179,155,164,115
1950,5,128,179,155,164,115
1950,6,139,179,155,164,115
1950,7,144,179,154,164,115
1950,8,161,179,154,164,115
1950,9,183,179,154,164,115
1950,10,194,179,154,164,115
1950,11,211,179,154,164,115
1950,12,228,180,155,164,115
1950,13,228,180,155,164,115
1950,14,239,181,155,164,115
1950,15,233,181,155,164,115
1950,16,228,181,155,165,115
1950,17,222,180,155,165,115
1950,18,211,180,155,165,115
1950,19,200,180,155,164,115
1950,20,183,180,155,165,115
1950,21,167,180,155,165,115
1950,22,150,179,155,165,115
1950,23,139,178,154,165,115
1951,0,106,134,156,142,95
1951,1,106,135,155,142,95
1951,2,106,136,155,142,95
1951,3,106,137,155,142,95
1951,4,100,138,155,142,95
1951,5,106,140,154,142,95
1951,6,111,140,154,142,95
1951,7,122,141,154,142,95
1951,8,139,141,154,142,95
1951,9,161,141,154,142,95
1951,10,172,141,154,142,95
1951,11,178,142,154,142,95
1951,12,194,142,154,142,95
1951,13,183,143,154,142,95
1951,14,189,142,154,142,95
1951,15,200,144,154,142,95
1951,16,200,145,154,142,95
1951,17,189,147,154,142,95
1951,18,183,147,154,142,95
1951,19,183,148,154,143,95
1951,20,172,149,154,143,95
1951,21,150,150,154,143,95
1951,22,133,150,154,143,95
1951,23,128,151,154,143,95
1952,0,106,134,146,147,106
1952,1,100,134,146,147,106
1952,2,94,133,145,147,106
1952,3,94,133,145,147,106
1952,4,94,134,145,147,106
1952,5,100,134,144,147,106
1952,6,106,134,144,147,106
1952,7,117,134,144,147,106
1952,8,128,134,144,147,106
1952,9,150,134,144,147,106
1952,10,156,134,143,147,106
1952,11,156,134,143,147,106
1952,12,178,135,143,147,106
1952,13,172,136,143,147,106
1952,14,167,136,143,147,106
1952,15,161,136,143,147,106
1952,16,161,135,142,147,106
1952,17,172,135,142,147,106
1952,18,167,136,142,147,106
1952,19,161,136,142,147,106
1952,20,156,136,142,147,106
1952,21,139,136,141,147,106
1952,22,133,137,141,147,106
1952,23,122,137,141,147,106
1953,0,144,143,143,143,96
1953,1,144,144,143,143,96
1953,2,144,146,143,143,96
1953,3,139,147,143,143,96
1953,4,139,149,143,143,96
1953,5,139,150,143,143,96
1953,6,144,150,143,143,96
1953,7,150,151,143,143,96
1953,8,161,153,143,143,96
1953,9,172,154,144,143,96
1953,10,183,156,144,143,96
1953,11,200,157,144,143,96
1953,12,206,159,145,143,96
1953,13,217,161,145,143,96
1953,14,211,162,145,143,96
1953,15,194,164,145,143,96
1953,16,178,164,145,143,96
1953,17,172,164,145,143,96
1953,18,172,165,145,143,96
1953,19,172,166,146,143,96
1953,20,172,167,146,143,96
1953,21,161,167,146,143,96
1953,22,156,167,146,143,96
1953,23,144,167,146,143,96
1954,0,139,162,149,136,103
1954,1,128,161,149,136,103
1954,2,117,160,149,136,103
1954,3,111,159,149,136,103
1954,4,106,157,149,136,103
1954,5,111,156,149,136,103
1954,6,128,156,149,136,103
1954,7,139,156,149,136,103
1954,8,156,157,149,136,103
1954,9,172,158,149,136,103
1954,10,194,159,149,136,103
1954,11,206,161,150,136,103
1954,12,206,162,150,137,103
1954,13,211,164,151,137,103
1954,14,206,165,151,137,103
1954,15,211,165,152,137,103
1954,16,206,166,153,137,103
1954,17,200,166,153,137,103
1954,18,206,166,154,137,103
1954,19,194,166,154,138,103
1954,20,178,166,155,138,103
1954,21,156,165,155,138,103
1954,22,144,165,156,138,103
1954,23,133,165,156,138,103
1955,0,133,135,150,133,95
1955,1,133,137,150,133,95
1955,2,133,138,150,133,95
1955,3,133,140,150,133,95
1955,4,133,141,151,133,95
1955,5,133,142,151,133,95
1955,6,139,143,151,133,95
1955,7,133,144,151,134,95
1955,8,133,144,151,134,95
1955,9,144,144,151,134,95
1955,10,161,145,151,134,95
1955,11,178,145,152,134,95
1955,12,178,146,152,134,95
1955,13,178,147,152,134,95
1955,14,183,148,152,134,95
1955,15,189,150,152,134,95
1955,16,183,151,152,135,95
1955,17,189,152,152,135,95
1955,18,194,154,152,135,95
1955,19,189,156,152,135,95
1955,20,178,158,152,135,95
1955,21,161,158,153,135,95
1955,22,161,159,153,135,95
1955,23,139,159,153,136,95
1956,0,117,158,124,133,100
1956,1,111,157,124,133,100
1956,2,100,156,124,133,100
1956,3,94,154,124,133,100
1956,4,94,152,124,133,100
1956,5,94,150,124,133,100
1956,6,111,149,125,133,100
1956,7,117,147,125,133,100
1956,8,128,146,125,133,100
1956,9,139,144,125,133,100
1956,10,144,143,125,133,100
1956,11,156,143,125,133,100
1956,12,161,143,125,133,100
1956,13,167,143,125,133,100
1956,14,178,143,125,133,100
1956,15,178,143,125,133,100
1956,16,183,143,125,133,100
1956,17,178,142,125,133,100
1956,18,167,142,125,133,100
1956,19,161,141,126,133,100
1956,20,150,140,126,133,100
1956,21,144,140,126,133,100
1956,22,128,139,126,133,100
1956,23,122,138,126,133,100
1957,0,139,173,200,149,106
1957,1,122,171,200,149,106
1957,2,111,170,200,150,106
1957,3,100,168,200,150,106
1957,4,106,167,200,150,106
1957,5,106,166,200,150,106
1957,6,117,165,201,150,106
1957,7,133,164,201,150,106
1957,8,144,163,201,150,106
1957,9,161,162,200,150,106
1957,10,178,162,200,150,106
1957,11,189,161,200,150,106
1957,12,206,161,200,150,106
1957,13,217,161,200,150,106
1957,14,228,162,200,150,106
1957,15,228,163,200,150,106
1957,16,222,165,200,151,106
1957,17,222,166,200,151,106
1957,18,211,167,200,151,106
1957,19,194,168,200,151,106
1957,20,183,168,200,151,106
1957,21,167,168,200,151,106
1957,22,150,166,200,151,106
1957,23,133,165,200,151,106
1958,0,139,143,156,140,101
1958,1,139,144,156,140,101
1958,2,139,144,157,140,101
1958,3,139,145,157,140,101
1958,4,139,146,157,140,101
1958,5,144,147,158,140,101
1958,6,144,148,158,140,101
1958,7,150,148,158,141,101
1958,8,156,149,159,141,101
1958,9,156,149,159,141,101
1958,10,161,148,159,141,101
1958,11,172,148,159,141,101
1958,12,178,148,159,141,101
1958,13,206,149,159,141,101
1958,14,211,151,160,141,101
1958,15,200,152,160,141,101
1958,16,194,154,160,141,101
1958,17,194,156,160,141,101
1958,18,172,158,160,141,101
1958,19,161,159,160,141,101
1958,20,150,160,160,141,101
1958,21,139,160,160,141,101
1958,22,139,161,160,141,101
1958,23,139,161,160,141,101
1959,0,,,,,
1959,1,,,,,
1959,2,,,,,
1959,3,,,,,
1959,4,,,,,
1959,5,,,,,
1959,6,,,,,
1959,7,,,,,
1959,8,,,,,
1959,9,,,,,
1959,10,,,,,
1959,11,,,,,
1959,12,,,,,
1959,13,,,,,
1959,14,,,,,
1959,15,,,,,
1959,16,,,,,
1959,17,,,,,
1959,18,,,,,
1959,19,,,,,
1959,20,,,,,
1959,21,,,,,
1959,22,,,,,
1959,23,,,,,
1960,0,,,,,
1960,1,,,,,
1960,2,,,,,
1960,3,,,,,
1960,4,,,,,
1960,5,,,,,
1960,6,,,,,
1960,7,,,,,
1960,8,,,,,
1960,9,,,,,
1960,10,,,,,
1960,11,,,,,
1960,12,,,,,
1960,13,,,,,
1960,14,,,,,
1960,15,,,,,
