year,hour,obs,D1,D7,D30,D365
1948,0,124,130,90,,
1948,1,119,130,91,,
1948,2,119,130,91,,
1948,3,107,129,92,,
1948,4,107,128,92,,
1948,5,107,126,93,,
1948,6,96,124,93,,
1948,7,91,122,94,,
1948,8,85,121,94,,
1948,9,91,119,95,,
1948,10,96,118,95,,
1948,11,96,116,95,,
1948,12,107,115,96,,
1948,13,113,114,96,,
1948,14,107,113,97,,
1948,15,107,112,97,,
1948,16,96,111,97,,
1948,17,80,108,97,,
1948,18,102,107,98,,
1948,19,96,106,98,,
1948,20,96,105,98,,
1948,21,96,104,99,,
1948,22,96,102,99,,
1948,23,102,102,99,,
1949,0,113,117,83,72,115
1949,1,107,116,83,72,115
1949,2,85,115,83,73,115
1949,3,69,114,83,73,115
1949,4,63,111,83,73,115
1949,5,63,109,83,73,115
1949,6,63,107,83,73,115
1949,7,58,105,83,73,115
1949,8,58,103,83,73,115
1949,9,58,101,83,73,115
1949,10,58,98,83,73,115
1949,11,63,96,83,73,115
1949,12,63,94,82,73,115
1949,13,69,92,82,73,115
1949,14,69,89,82,73,115
1949,15,63,87,82,72,115
1949,16,58,85,82,72,115
1949,17,46,82,82,72,115
1949,18,41,78,81,72,115
1949,19,35,74,81,72,115
1949,20,30,71,81,72,115
1949,21,30,67,81,72,115
1949,22,24,62,80,72,115
1949,23,19,59,80,72,115
1950,0,52,52,25,57,107
1950,1,58,53,25,58,107
1950,2,58,54,24,58,107
1950,3,58,55,24,58,107
1950,4,58,56,24,58,107
1950,5,58,56,24,58,107
1950,6,58,57,23,58,107
1950,7,52,57,23,58,107
1950,8,52,57,23,58,107
1950,9,52,57,22,58,107
1950,10,58,57,22,57,107
1950,11,63,57,22,57,107
1950,12,69,57,22,57,107
1950,13,74,57,22,57,107
1950,14,74,57,21,57,107
1950,15,74,57,21,57,107
1950,16,69,57,21,57,107
1950,17,63,58,21,57,107
1950,18,63,58,21,57,107
1950,19,58,58,21,57,107
1950,20,46,58,21,57,107
1950,21,41,58,21,57,107
1950,22,41,58,21,57,107
1950,23,30,57,20,56,107
1951,0,80,42,62,84,100
1951,1,91,45,62,84,100
1951,2,96,48,62,84,100
1951,3,102,51,62,84,100
1951,4,102,55,62,84,100
1951,5,96,58,62,84,100
1951,6,96,61,63,84,100
1951,7,96,64,63,84,100
1951,8,96,68,63,84,100
1951,9,96,71,63,84,100
1951,10,102,74,63,84,100
1951,11,107,77,63,84,100
1951,12,107,79,63,84,100
1951,13,113,82,63,84,100
1951,14,107,83,63,84,100
1951,15,102,85,63,84,100
1951,16,102,86,63,84,100
1951,17,107,89,64,84,100
1951,18,107,92,64,84,100
1951,19,113,95,64,84,100
1951,20,113,97,65,84,100
1951,21,102,99,65,84,100
1951,22,85,100,66,84,100
1951,23,91,100,66,84,100
1952,0,-15,-24,4,27,103
1952,1,-20,-23,4,27,103
1952,2,-15,-22,4,27,103
1952,3,-20,-21,3,27,103
1952,4,-20,-21,3,27,103
1952,5,-20,-20,3,27,103
1952,6,-20,-19,3,27,103
1952,7,-15,-18,2,27,103
1952,8,-15,-18,2,27,103
1952,9,-15,-17,2,26,103
1952,10,-15,-16,2,26,103
1952,11,-15,-15,1,26,103
1952,12,-15,-15,1,26,103
1952,13,2,-14,1,26,103
1952,14,24,-12,0,26,103
1952,15,24,-11,0,26,103
1952,16,19,-10,0,26,103
1952,17,8,-10,0,26,103
1952,18,2,-10,0,26,103
1952,19,-4,-9,-0,26,103
1952,20,-15,-9,-0,26,103
1952,21,-26,-9,-1,25,103
1952,22,-26,-9,-1,25,103
1952,23,-26,-10,-1,25,103
1953,0,91,95,105,94,105
1953,1,85,94,105,94,105
1953,2,85,94,105,94,105
1953,3,85,93,106,94,105
1953,4,85,93,106,94,105
1953,5,91,93,107,94,105
1953,6,91,93,107,94,105
1953,7,85,93,107,94,105
1953,8,85,92,108,94,105
1953,9,85,92,108,94,105
1953,10,85,92,109,94,105
1953,11,85,91,109,94,105
1953,12,85,91,109,94,105
1953,13,85,90,109,94,105
1953,14,85,89,108,94,105
1953,15,85,88,108,94,105
1953,16,85,87,108,94,105
1953,17,80,87,108,93,105
1953,18,80,86,108,93,105
1953,19,80,85,108,93,105
1953,20,85,85,108,93,105
1953,21,85,85,108,93,105
1953,22,85,85,108,93,105
1953,23,85,85,108,93,105
1954,0,19,32,78,72,100
1954,1,19,31,78,72,100
1954,2,13,31,78,72,100
1954,3,13,30,77,72,100
1954,4,8,28,77,72,100
1954,5,8,27,77,72,100
1954,6,8,26,77,72,100
1954,7,24,26,76,72,100
1954,8,30,26,76,72,100
1954,9,41,27,76,72,100
1954,10,46,27,76,72,100
1954,11,41,28,76,72,100
1954,12,46,28,75,72,100
1954,13,58,29,75,72,100
1954,14,74,30,75,72,100
1954,15,80,32,75,72,100
1954,16,41,32,74,72,100
1954,17,52,33,74,72,100
1954,18,58,34,74,72,100
