year,hour,obs,D1,D7,D30,D365
1949,0,58,102,76,48,
1949,1,46,100,75,48,
1949,2,35,97,75,48,
1949,3,24,93,75,48,
1949,4,24,90,74,48,
1949,5,19,87,74,48,
1949,6,24,83,73,47,
1949,7,19,80,73,47,
1949,8,46,78,73,47,
1949,9,63,76,73,47,
1949,10,85,75,72,47,
1949,11,102,74,72,47,
1949,12,113,74,73,47,
1949,13,113,74,73,47,
1949,14,113,74,73,47,
1949,15,113,73,73,47,
1949,16,107,72,72,48,
1949,17,107,71,72,48,
1949,18,96,71,72,48,
1949,19,96,71,72,48,
1949,20,102,72,72,48,
1949,21,102,73,73,48,
1949,22,102,74,73,48,
1949,23,96,75,73,48,
1950,0,19,63,95,54,115
1950,1,13,60,94,54,115
1950,2,8,57,94,54,115
1950,3,8,54,94,54,115
1950,4,-4,52,93,54,115
1950,5,-9,49,92,54,115
1950,6,-15,46,92,54,115
1950,7,-26,43,91,53,115
1950,8,-26,40,90,53,115
1950,9,-9,38,90,53,115
1950,10,30,36,89,53,115
1950,11,69,36,89,53,115
1950,12,85,36,89,53,115
1950,13,85,36,88,53,115
1950,14,91,36,88,54,115
1950,15,85,36,88,54,115
1950,16,85,36,88,54,115
1950,17,74,36,88,54,115
1950,18,58,35,87,54,115
1950,19,46,34,87,54,115
1950,20,41,34,86,54,115
1950,21,41,34,86,54,115
1950,22,41,34,85,54,115
1950,23,41,35,85,54,115
1951,0,13,38,47,39,102
1951,1,13,38,47,39,102
1951,2,13,38,47,39,102
1951,3,13,37,47,38,102
1951,4,13,37,47,38,102
1951,5,13,37,47,38,102
1951,6,19,38,47,38,102
1951,7,19,38,47,38,102
1951,8,13,37,47,38,103
1951,9,19,36,47,38,103
1951,10,41,36,47,38,103
1951,11,58,36,47,38,103
1951,12,58,36,47,38,103
1951,13,63,35,47,38,102
1951,14,63,35,47,38,102
1951,15,69,35,47,38,102
1951,16,63,35,47,38,102
1951,17,63,35,47,38,102
1951,18,58,35,47,38,102
1951,19,41,35,48,38,102
1951,20,35,35,48,38,102
1951,21,30,35,48,38,102
1951,22,30,35,48,37,102
1951,23,24,35,48,37,102
1952,0,58,58,47,26,101
1952,1,52,58,47,26,101
1952,2,52,59,48,26,101
1952,3,52,60,48,26,101
1952,4,41,61,48,26,101
1952,5,41,61,48,26,101
1952,6,41,61,48,26,101
1952,7,41,61,48,26,101
1952,8,35,61,48,26,101
1952,9,35,60,48,26,101
1952,10,35,60,49,26,101
1952,11,41,59,49,26,101
1952,12,41,57,49,26,101
1952,13,41,54,49,26,101
1952,14,46,53,49,26,101
1952,15,46,51,48,26,101
1952,16,46,50,49,26,101
1952,17,52,49,49,26,101
1952,18,46,48,49,26,101
1952,19,46,47,49,26,101
1952,20,52,47,49,26,101
1952,21,52,46,49,26,101
1952,22,58,46,49,26,101
1952,23,41,45,50,26,101
