timescale,timestamp,temp
D1,2026-03-02 09:00:00+00:00,-4.3
D30,2025-08-27 12:00:00+00:00,22.3
D365,2025-08-29 23:00:00+00:00,10.1
D7,2025-08-27 06:00:00+00:00,19.3
obs,2026-03-02 08:45:00+00:00,-5.0
