timescale,timestamp,temp
D1,2026-09-26 17:00:00+00:00,17.9
D30,2026-09-26 17:00:00+00:00,22.2
D365,2026-09-26 17:00:00+00:00,14.4
D7,2026-09-26 17:00:00+00:00,17.4
obs,2026-09-26 17:00:00+00:00,24.0
