timescale,timestamp,temp
D1,2026-09-26 17:00:00+00:00,16.1
D30,2026-09-26 17:00:00+00:00,21.6
D365,2026-09-26 17:00:00+00:00,12.4
D7,2026-09-26 17:00:00+00:00,17.4
obs,2026-09-26 17:00:00+00:00,17.0
