timescale,timestamp,temp
D1,2026-03-01 04:00:00+00:00,4.2
D30,2025-08-27 11:00:00+00:00,22.0
D365,2025-08-29 18:00:00+00:00,10.7
D7,2025-08-27 05:00:00+00:00,19.3
obs,2026-03-01 03:05:00+00:00,-2.0
