timescale,timestamp,temp
D1,2026-03-09 22:00:00+00:00,9.5
D30,2025-08-25 20:00:00+00:00,21.1
D365,2025-08-27 20:00:00+00:00,7.8
D7,2025-08-25 14:00:00+00:00,19.0
obs,2026-03-09 21:30:00+00:00,18.0
