timescale,timestamp,temp
D1,2026-09-26 08:00:00+00:00,19.7
D30,2026-09-26 08:00:00+00:00,26.5
D365,2026-09-26 08:00:00+00:00,18.8
D7,2026-09-26 08:00:00+00:00,23.4
obs,2026-09-26 07:30:00+00:00,18.0
