timescale,timestamp,temp
D1,2026-09-26 02:00:00+00:00,13.6
D30,2026-09-24 09:00:00+00:00,21.8
D365,2026-09-26 02:00:00+00:00,11.6
D7,2026-09-23 06:00:00+00:00,19.8
obs,2026-09-26 01:25:00+00:00,16.0
