timescale,timestamp,temp
D1,2026-03-04 14:00:00+00:00,4.8
D30,2025-08-27 11:00:00+00:00,23.1
D365,2025-08-30 04:00:00+00:00,14.2
D7,2025-08-27 05:00:00+00:00,21.7
obs,2026-03-04 13:05:00+00:00,7.0
