timescale,timestamp,temp
D1,2026-03-01 07:00:00+00:00,8.9
D30,2025-08-27 11:00:00+00:00,23.4
D365,2025-08-30 05:00:00+00:00,12.5
D7,2025-08-27 05:00:00+00:00,21.2
obs,2026-03-01 11:15:00+00:00,-2.0
