timescale,timestamp,temp
D1,2026-09-26 17:00:00+00:00,18.3
D30,2026-09-26 17:00:00+00:00,22.7
D365,2026-09-26 17:00:00+00:00,14.0
D7,2026-09-26 17:00:00+00:00,18.0
obs,2026-09-26 17:00:00+00:00,21.0
