timescale,timestamp,temp
D1,2026-09-26 13:00:00+00:00,27.2
D30,2026-09-26 13:00:00+00:00,28.0
D365,2026-09-26 13:00:00+00:00,25.4
D7,2026-09-26 13:00:00+00:00,27.1
obs,2026-09-26 12:50:00+00:00,25.0
