timescale,timestamp,temp
D1,2025-08-24 22:00:00+00:00,30.8
D30,2025-08-24 22:00:00+00:00,29.4
D365,2024-03-29 21:00:00+00:00,18.2
D7,2025-08-24 22:00:00+00:00,30.3
obs,2025-08-24 21:30:00+00:00,29.0
