timescale,timestamp,temp
D1,2026-09-26 13:00:00+00:00,15.1
D30,2026-09-26 13:00:00+00:00,22.0
D365,2026-09-26 13:00:00+00:00,11.6
D7,2026-09-26 13:00:00+00:00,17.1
obs,2026-09-26 13:00:00+00:00,14.0
