timescale,timestamp,temp
D1,2026-02-27 19:00:00+00:00,19.8
D30,2025-08-27 14:00:00+00:00,20.9
D365,2025-08-30 07:00:00+00:00,16.6
D7,2025-08-27 08:00:00+00:00,22.9
obs,2026-02-27 18:45:00+00:00,29.0
