timescale,timestamp,temp
D1,2026-09-26 08:00:00+00:00,21.8
D30,2026-09-26 08:00:00+00:00,23.3
D365,2026-09-26 08:00:00+00:00,18.5
D7,2026-09-26 08:00:00+00:00,21.8
obs,2026-09-26 07:30:00+00:00,21.0
