timescale,timestamp,temp
D1,2025-08-24 22:00:00+00:00,19.3
D30,2025-08-24 22:00:00+00:00,19.6
D7,2025-08-24 22:00:00+00:00,18.4
obs,2025-08-24 21:20:00+00:00,19.0
