timescale,timestamp,temp
D1,2026-09-26 02:00:00+00:00,16.2
D30,2026-09-24 08:00:00+00:00,20.7
D365,2026-09-26 02:00:00+00:00,10.0
D7,2026-09-23 06:00:00+00:00,16.7
obs,2026-09-26 01:20:00+00:00,14.0
