timescale,timestamp,temp
D1,2026-09-26 13:00:00+00:00,25.2
D30,2026-09-26 13:00:00+00:00,29.3
D365,2026-09-26 13:00:00+00:00,18.5
D7,2026-09-26 13:00:00+00:00,26.1
obs,2026-09-26 13:00:00+00:00,21.0
