timescale,timestamp,temp
D1,2026-03-01 10:00:00+00:00,24.9
D30,2025-08-27 11:00:00+00:00,29.3
D365,2025-08-30 04:00:00+00:00,25.5
D7,2025-08-27 05:00:00+00:00,28.7
obs,2026-03-01 09:30:00+00:00,22.0
