timescale,timestamp,temp
D1,2026-03-01 06:00:00+00:00,3.8
D30,2025-08-27 11:00:00+00:00,23.6
D365,2025-08-30 15:00:00+00:00,13.7
D7,2025-08-27 05:00:00+00:00,21.6
obs,2026-03-01 05:15:00+00:00,2.0
