timescale,timestamp,temp
D1,2026-02-28 18:00:00+00:00,7.4
D30,2025-08-27 11:00:00+00:00,23.7
D365,2025-08-30 14:00:00+00:00,14.1
D7,2025-08-27 05:00:00+00:00,22.1
obs,2026-02-28 17:25:00+00:00,15.0
