timescale,timestamp,temp
D1,2026-03-02 06:00:00+00:00,-6.7
D30,2025-08-22 04:00:00+00:00,21.3
D365,2024-06-25 07:00:00+00:00,10.1
D7,2025-08-21 03:00:00+00:00,19.9
obs,2026-03-02 05:50:00+00:00,-11.0
