timescale,timestamp,temp
D1,2026-09-26 08:00:00+00:00,15.7
D30,2026-09-26 08:00:00+00:00,19.3
D365,2026-09-26 08:00:00+00:00,11.2
D7,2026-09-26 08:00:00+00:00,14.8
obs,2026-09-26 07:30:00+00:00,15.0
