timescale,timestamp,temp
D1,2025-02-15 01:00:00+00:00,-40.3
D30,1974-02-01 22:00:00+00:00,-28.4
D365,1974-02-10 22:00:00+00:00,-49.4
D7,1974-02-01 04:00:00+00:00,-35.1
obs,2025-08-24 18:00:00+00:00,-49.9
