timescale,timestamp,temp
D1,2026-09-26 17:00:00+00:00,15.5
D30,2026-09-26 17:00:00+00:00,18.2
D365,2026-09-26 17:00:00+00:00,9.5
D7,2026-09-26 17:00:00+00:00,13.2
obs,2026-09-26 17:00:00+00:00,18.0
