timescale,timestamp,temp
D1,2025-08-24 22:00:00+00:00,22.6
D30,2025-08-24 22:00:00+00:00,26.9
D365,2024-03-29 22:00:00+00:00,13.7
D7,2025-08-24 22:00:00+00:00,25.6
obs,2025-08-24 21:30:00+00:00,20.0
