timescale,timestamp,temp
D1,2026-09-26 18:00:00+00:00,26.3
D30,2026-09-26 18:00:00+00:00,28.8
D365,2026-09-26 18:00:00+00:00,22.7
D7,2026-09-26 18:00:00+00:00,28.6
obs,2026-09-26 17:05:00+00:00,30.0
