timescale,timestamp,temp
D1,2025-08-24 22:00:00+00:00,7.3
D30,2025-08-24 22:00:00+00:00,9.4
D365,2024-03-28 16:00:00+00:00,-2.5
D7,2025-08-24 22:00:00+00:00,7.5
obs,2025-08-24 21:20:00+00:00,7.0
