timescale,timestamp,temp
D1,2026-02-13 18:00:00+00:00,14.4
D30,2025-08-27 13:00:00+00:00,27.1
D365,2025-08-29 21:00:00+00:00,16.4
D7,2025-08-27 07:00:00+00:00,25.1
obs,2026-02-13 17:35:00+00:00,19.0
