timescale,timestamp,temp
D1,2026-03-19 21:00:00+00:00,-2.2
D30,2026-03-19 21:00:00+00:00,-6.5
D365,2026-03-19 21:00:00+00:00,-1.8
D7,2026-03-19 21:00:00+00:00,-6.1
obs,2026-03-19 20:20:00+00:00,-4.0
