timescale,timestamp,temp
D1,2025-08-24 22:00:00+00:00,30.8
D30,2025-08-24 22:00:00+00:00,30.7
D7,2025-08-24 22:00:00+00:00,30.5
obs,2025-08-24 21:30:00+00:00,28.0
