timescale,timestamp,temp
D1,2026-02-21 10:00:00+00:00,1.0
D30,2025-08-27 11:00:00+00:00,22.1
D365,2025-08-30 13:00:00+00:00,11.5
D7,2025-08-27 05:00:00+00:00,20.4
obs,2026-02-21 09:25:00+00:00,1.0
