timescale,timestamp,temp
D1,2026-03-01 15:00:00+00:00,14.8
D30,2025-08-27 11:00:00+00:00,25.6
D365,2025-08-30 16:00:00+00:00,18.3
D7,2025-08-27 05:00:00+00:00,24.6
obs,2026-03-01 14:20:00+00:00,16.0
