timescale,timestamp,temp
D1,2026-03-09 22:00:00+00:00,15.0
D30,2025-08-27 14:00:00+00:00,17.3
D365,2025-08-29 09:00:00+00:00,14.2
D7,2025-08-27 08:00:00+00:00,17.5
obs,2026-03-09 21:25:00+00:00,18.0
