timescale,timestamp,temp
D1,2026-02-26 17:00:00+00:00,23.2
D30,2025-08-25 19:00:00+00:00,37.7
D365,2025-08-28 16:00:00+00:00,25.8
D7,2025-08-25 13:00:00+00:00,37.7
obs,2026-02-26 16:05:00+00:00,21.0
