timescale,timestamp,temp
D1,2026-09-26 08:00:00+00:00,12.4
D30,2026-09-26 08:00:00+00:00,16.1
D365,2026-09-26 08:00:00+00:00,7.0
D7,2026-09-26 08:00:00+00:00,10.7
obs,2026-09-26 07:30:00+00:00,7.0
