timescale,timestamp,temp
D1,2026-09-26 20:00:00+00:00,12.3
D30,2026-09-26 20:00:00+00:00,16.9
D365,2026-09-26 20:00:00+00:00,8.4
D7,2026-09-26 20:00:00+00:00,12.6
obs,2026-09-26 19:35:00+00:00,18.0
