timescale,timestamp,temp
D1,2026-02-24 22:00:00+00:00,-3.8
D30,2025-08-25 19:00:00+00:00,24.4
D365,2025-08-28 11:00:00+00:00,11.8
D7,2025-08-25 13:00:00+00:00,21.7
obs,2026-02-24 21:35:00+00:00,2.0
