year,hour,obs,D1,D7,D30,D365
1973,0,,,,,
1973,1,,,,,
1973,2,,,,,
1973,3,,,,,
1973,4,,,,,
1973,5,,,,,
1973,6,,,,,
1973,7,,,,,
1973,8,,,,,
1973,9,,,,,
1973,10,,,,,
1973,11,,,,,
1973,12,,,,,
1973,13,,,,,
1973,14,,,,,
1973,15,,,,,
1973,16,,,,,
1973,17,,,,,
1973,18,,,,,
1973,19,,,,,
1973,20,,,,,
1973,21,,,,,
1973,22,,,,,
1973,23,,,,,
1974,0,,,,,
1974,1,,,,,
1974,2,,,,,
1974,3,,,,,
1974,4,,,,,
1974,5,,,,,
1974,6,,,,,
1974,7,,,,,
1974,8,,,,,
1974,9,,,,,
1974,10,,,,,
1974,11,,,,,
1974,12,,,,,
1974,13,,,,,
1974,14,,,,,
1974,15,,,,,
1974,16,,,,,
1974,17,,,,,
1974,18,,,,,
1974,19,,,,,
1974,20,,,,,
1974,21,,,,,
1974,22,,,,,
1974,23,,,,,
1975,0,,,,,
1975,1,,,,,
1975,2,,,,,
1975,3,,,,,
1975,4,,,,,
1975,5,,,,,
1975,6,,,,,
1975,7,,,,,
1975,8,,,,,
1975,9,-190,,,,
1975,10,-183,,,,
1975,11,,,,,
1975,12,,,,,
1975,13,,,,,
1975,14,,,,,
1975,15,-150,,,,
1975,16,-151,,,,
1975,17,,,,,
1975,18,,,,,
1975,19,,,,,
1975,20,,,,,
1975,21,,,,,
1975,22,,,,,
1975,23,,,,,
1976,0,-50,,,,
1976,1,-60,,,,
1976,2,,,,,
1976,3,-80,,,,
1976,4,-70,,,,
1976,5,,,,,
1976,6,-50,,,,
1976,7,-52,,,,
1976,8,,,,,
1976,9,,,,,
1976,10,,,,,
1976,11,,,,,
1976,12,-60,,,,
1976,13,-80,,,,
1976,14,,,,,
1976,15,-120,,,,
1976,16,-130,,,,
1976,17,,,,,
1976,18,-150,,,,
1976,19,-150,,,,
1976,20,,,,,
1976,21,-150,,,,
1976,22,-157,,,,
1976,23,,,,,
1977,0,-160,,,,
1977,1,-167,,,,
1977,2,,,,,
1977,3,-180,,,,
1977,4,-180,,,,
1977,5,,,,,
1977,6,-180,,,,
1977,7,-173,,,,
1977,8,,,,,
1977,9,-160,,,,
1977,10,-160,,,,
1977,11,,,,,
1977,12,-160,,,,
1977,13,-157,,,,
1977,14,,,,,
1977,15,-150,,,,
1977,16,-150,,,,
1977,17,,,,,
1977,18,-150,,,,
1977,19,-150,,,,
1977,20,,,,,
1977,21,-150,,,,
1977,22,-150,,,,
1977,23,,,,,
1978,0,-270,,,,
1978,1,-258,,,,
1978,2,,,,,
1978,3,,,,,
1978,4,,,,,
1978,5,,,,,
1978,6,-200,,,,
1978,7,-233,,,,
1978,8,,,,,
1978,9,-300,,,,
1978,10,-297,,,,
1978,11,,,,,
1978,12,-290,,,,
1978,13,-290,,,,
1978,14,,,,,
1978,15,-290,,,,
1978,16,-287,,,,
1978,17,,,,,
1978,18,-280,,,,
1978,19,-287,,,,
1978,20,,,,,
1978,21,-300,,,,
1978,22,-300,,,,
1978,23,,,,,
1979,0,-230,,,,
1979,1,-240,,,,
1979,2,,,,,
1979,3,-260,,,,
1979,4,-267,,,,
1979,5,,,,,
1979,6,-280,,,,
1979,7,-277,,,,
1979,8,,,,,
1979,9,-270,,,,
1979,10,-273,,,,
1979,11,,,,,
1979,12,-280,,,,
1979,13,-280,,,,
1979,14,,,,,
1979,15,-280,,,,
1979,16,-283,,,,
1979,17,,,,,
1979,18,,,,,
1979,19,,,,,
1979,20,,,,,
1979,21,-300,,,,
1979,22,-300,,,,
1979,23,,,,,
1980,0,0,,,,
1980,1,-3,,,,
1980,2,,,,,
1980,3,-10,,,,
1980,4,-10,,,,
1980,5,,,,,
1980,6,-10,,,,
1980,7,-7,,,,
1980,8,,,,,
1980,9,0,,,,
1980,10,3,,,,
1980,11,,,,,
1980,12,10,,,,
1980,13,10,,,,
1980,14,,,,,
1980,15,10,,,,
1980,16,10,,,,
1980,17,,,,,
1980,18,10,,,,
1980,19,10,,,,
1980,20,,,,,
1980,21,10,,,,
1980,22,7,,,,
1980,23,,,,,
1981,0,-140,,,,
1981,1,-157,,,,
1981,2,,,,,
1981,3,-190,,,,
1981,4,-183,,,,
1981,5,,,,,
1981,6,-170,,,,
1981,7,-180,,,,
1981,8,,,,,
1981,9,-200,,,,
1981,10,-197,,,,
1981,11,,,,,
1981,12,-190,,,,
1981,13,-193,,,,
1981,14,,,,,
1981,15,-200,,,,
1981,16,-207,,,,
1981,17,,,,,
1981,18,-220,,,,
1981,19,-210,,,,
1981,20,,,,,
1981,21,-190,,,,
1981,22,-195,,,,
1981,23,,,,,
1982,0,-225,,,,
1982,1,-227,,,,
1982,2,,,,,
1982,3,-230,,,,
1982,4,-224,,,,
1982,5,,,,,
1982,6,,,,,
1982,7,,,,,
1982,8,,,,,
1982,9,-195,,,,
1982,10,-203,,,,
1982,11,,,,,
1982,12,-218,,,,
1982,13,-210,,,,
1982,14,,,,,
1982,15,-193,,,,
1982,16,-192,,,,
1982,17,,,,,
1982,18,-189,,,,
1982,19,-189,,,,
1982,20,,,,,
1982,21,-189,,,,
1982,22,-190,,,,
1982,23,,,,,
1983,0,-104,,,,
1983,1,-105,,,,
1983,2,,,,,
1983,3,-106,,,,
1983,4,-116,,,,
1983,5,,,,,
1983,6,-136,,,,
1983,7,-142,,,,
1983,8,,,,,
1983,9,-154,,,,
1983,10,-160,,,,
1983,11,,,,,
1983,12,-172,,,,
1983,13,-168,,,,
1983,14,,,,,
1983,15,-161,,,,
1983,16,-157,,,,
1983,17,,,,,
1983,18,-150,,,,
1983,19,-147,,,,
1983,20,,,,,
1983,21,-142,,,,
1983,22,-141,,,,
1983,23,,,,,
1984,0,-68,,,,
1984,1,-74,,,,
1984,2,,,,,
1984,3,-85,,,,
1984,4,-86,,,,
1984,5,,,,,
1984,6,-87,,,,
1984,7,-85,,,,
1984,8,,,,,
1984,9,-81,,,,
1984,10,-78,,,,
1984,11,,,,,
1984,12,-72,,,,
1984,13,-69,,,,
1984,14,,,,,
1984,15,-64,,,,
1984,16,-66,,,,
1984,17,,,,,
1984,18,-70,,,,
1984,19,-65,,,,
1984,20,,,,,
1984,21,,,,,
1984,22,,,,,
1984,23,,,,,
1985,0,-186,,,,
1985,1,-187,,,,
1985,2,,,,,
1985,3,-189,,,,
1985,4,-188,,,,
1985,5,,,,,
1985,6,-186,,,,
1985,7,-205,,,,
1985,8,-210,,,,
1985,9,-205,,,,
1985,10,-210,,,,
1985,11,-210,,,,
1985,12,-212,,,,
1985,13,-220,,,,
1985,14,-220,,,,
1985,15,-218,,,,
1985,16,-210,,,,
1985,17,-210,,,,
1985,18,-209,,,,
1985,19,-210,,,,
1985,20,-211,,,,
1985,21,-212,,,,
1985,22,-203,,,,
1985,23,,,,,
1986,0,-248,,,,
1986,1,-260,,,,
1986,2,-260,,,,
1986,3,-246,,,,
1986,4,-244,,,,
1986,5,,,,,
1986,6,-241,,,,
1986,7,-237,,,,
1986,8,,,,,
1986,9,-230,,,,
1986,10,-230,,,,
1986,11,-225,,,,
1986,12,-224,,,,
1986,13,-215,,,,
1986,14,-210,,,,
1986,15,-210,,,,
