year,hour,obs,D1,D7,D30,D365
1973,0,,,,,
1973,1,,,,,
1973,2,,,,,
1973,3,,,,,
1973,4,,,,,
1973,5,,,,,
1973,6,,,,,
1973,7,,,,,
1973,8,,,,,
1973,9,,,,,
1973,10,,,,,
1973,11,,,,,
1973,12,,,,,
1973,13,,,,,
1973,14,,,,,
1973,15,,,,,
1973,16,,,,,
1973,17,,,,,
1973,18,,,,,
1973,19,,,,,
1973,20,,,,,
1973,21,,,,,
1973,22,,,,,
1973,23,,,,,
1974,0,,,,,
1974,1,,,,,
1974,2,,,,,
1974,3,,,,,
1974,4,,,,,
1974,5,,,,,
1974,6,,,,,
1974,7,,,,,
1974,8,,,,,
1974,9,,,,,
1974,10,,,,,
1974,11,,,,,
1974,12,0,,,,
1974,13,-3,,,,
1974,14,,,,,
1974,15,-10,,,,
1974,16,-13,,,,
1974,17,,,,,
1974,18,-20,,,,
1974,19,-23,,,,
1974,20,,,,,
1974,21,,,,,
1974,22,,,,,
1974,23,,,,,
1975,0,,,,,
1975,1,,,,,
1975,2,,,,,
1975,3,,,,,
1975,4,,,,,
1975,5,,,,,
1975,6,-160,,,,
1975,7,-163,,,,
1975,8,,,,,
1975,9,-170,,,,
1975,10,-167,,,,
1975,11,,,,,
1975,12,-160,,,,
1975,13,-160,,,,
1975,14,,,,,
1975,15,-160,,,,
1975,16,-159,,,,
1975,17,,,,,
1975,18,,,,,
1975,19,,,,,
1975,20,,,,,
1975,21,,,,,
1975,22,,,,,
1975,23,,,,,
1976,0,-180,,,,
1976,1,-177,,,,
1976,2,,,,,
1976,3,-170,,,,
1976,4,-160,,,,
1976,5,,,,,
1976,6,-140,,,,
1976,7,-140,,,,
1976,8,,,,,
1976,9,-140,,,,
1976,10,-137,,,,
1976,11,,,,,
1976,12,-130,,,,
1976,13,-127,,,,
1976,14,,,,,
1976,15,-120,,,,
1976,16,-127,,,,
1976,17,,,,,
1976,18,-140,,,,
1976,19,-147,,,,
1976,20,,,,,
1976,21,-160,,,,
1976,22,-160,,,,
1976,23,,,,,
1977,0,-340,,,,
1977,1,-337,,,,
1977,2,,,,,
1977,3,-330,,,,
1977,4,-327,,,,
1977,5,,,,,
1977,6,-320,,,,
1977,7,-313,,,,
1977,8,,,,,
1977,9,-300,,,,
1977,10,-300,,,,
1977,11,,,,,
1977,12,-300,,,,
1977,13,-293,,,,
1977,14,,,,,
1977,15,,,,,
1977,16,,,,,
1977,17,,,,,
1977,18,-260,,,,
1977,19,-260,,,,
1977,20,,,,,
1977,21,-260,,,,
1977,22,-253,,,,
1977,23,,,,,
1978,0,-220,,,,
1978,1,-217,,,,
1978,2,,,,,
1978,3,-210,,,,
1978,4,-210,,,,
1978,5,,,,,
1978,6,-210,,,,
1978,7,-208,,,,
1978,8,,,,,
1978,9,,,,,
1978,10,,,,,
1978,11,,,,,
1978,12,,,,,
1978,13,,,,,
1978,14,,,,,
1978,15,,,,,
1978,16,,,,,
1978,17,,,,,
1978,18,-190,,,,
1978,19,-190,,,,
1978,20,,,,,
1978,21,-190,,,,
1978,22,-190,,,,
1978,23,,,,,
1979,0,-110,,,,
1979,1,-110,,,,
1979,2,,,,,
1979,3,-110,,,,
1979,4,-110,,,,
1979,5,,,,,
1979,6,-110,,,,
1979,7,-107,,,,
1979,8,,,,,
1979,9,-100,,,,
1979,10,-100,,,,
1979,11,,,,,
1979,12,-100,,,,
1979,13,-100,,,,
1979,14,,,,,
1979,15,-100,,,,
1979,16,-100,,,,
1979,17,,,,,
1979,18,-100,,,,
1979,19,-100,,,,
1979,20,,,,,
1979,21,-100,,,,
1979,22,-98,,,,
1979,23,,,,,
1980,0,-190,,,,
1980,1,-180,,,,
1980,2,,,,,
1980,3,-160,,,,
1980,4,-170,,,,
1980,5,,,,,
1980,6,-190,,,,
1980,7,-190,,,,
1980,8,-160,,,,
1980,9,-160,,,,
1980,10,-200,,,,
1980,11,-195,,,,
1980,12,-190,,,,
1980,13,-200,,,,
1980,14,-190,,,,
1980,15,-180,,,,
1980,16,-190,,,,
1980,17,,,,,
1980,18,-210,,,,
1980,19,-200,,,,
1980,20,,,,,
1980,21,-180,,,,
1980,22,-190,,,,
1980,23,,,,,
1981,0,-90,,,,
1981,1,-90,,,,
1981,2,,,,,
1981,3,-90,,,,
1981,4,-107,,,,
1981,5,,,,,
1981,6,,,,,
1981,7,,,,,
1981,8,,,,,
1981,9,-190,,,,
1981,10,-160,,,,
1981,11,,,,,
1981,12,-100,,,,
1981,13,-100,,,,
1981,14,,,,,
1981,15,-100,,,,
1981,16,-103,,,,
1981,17,,,,,
1981,18,-110,,,,
1981,19,-110,,,,
1981,20,,,,,
1981,21,-110,,,,
1981,22,-110,,,,
1981,23,,,,,
1982,0,-66,,,,
1982,1,-60,,,,
1982,2,,,,,
1982,3,-47,,,,
1982,4,-52,,,,
1982,5,,,,,
1982,6,-62,,,,
1982,7,-62,,,,
1982,8,,,,,
1982,9,-61,,,,
1982,10,-60,,,,
1982,11,,,,,
1982,12,-59,,,,
1982,13,-55,,,,
1982,14,,,,,
1982,15,-46,,,,
1982,16,-25,,,,
1982,17,,,,,
1982,18,16,,,,
1982,19,17,,,,
1982,20,,,,,
1982,21,18,,,,
1982,22,11,,,,
1982,23,,,,,
1983,0,-114,,,,
1983,1,-118,,,,
1983,2,,,,,
1983,3,-125,,,,
1983,4,-126,,,,
1983,5,,,,,
1983,6,-127,,,,
1983,7,-124,,,,
1983,8,,,,,
1983,9,,,,,
1983,10,,,,,
1983,11,,,,,
1983,12,-110,,,,
1983,13,-107,,,,
1983,14,,,,,
1983,15,-101,,,,
1983,16,-102,,,,
1983,17,,,,,
1983,18,-105,,,,
1983,19,-105,,,,
1983,20,,,,,
1983,21,-105,,,,
1983,22,-110,,,,
1983,23,,,,,
1984,0,-53,,,,
1984,1,-45,,,,
1984,2,,,,,
1984,3,-29,,,,
1984,4,-39,,,,
1984,5,-39,,,,
1984,6,-39,,,,
1984,7,-42,,,,
1984,8,,,,,
1984,9,-47,,,,
1984,10,-49,,,,
1984,11,,,,,
1984,12,-52,,,,
1984,13,-52,,,,
1984,14,,,,,
1984,15,-53,,,,
1984,16,-49,,,,
1984,17,,,,,
1984,18,-41,,,,
1984,19,-44,,,,
1984,20,,,,,
1984,21,-49,,,,
1984,22,-28,,,,
1984,23,,,,,
1985,0,9,,,,
1985,1,9,,,,
1985,2,,,,,
1985,3,8,,,,
1985,4,11,,,,
1985,5,,,,,
1985,6,17,,,,
1985,7,14,,,,
1985,8,15,,,,
1985,9,15,,,,
1985,10,15,,,,
1985,11,10,,,,
1985,12,8,,,,
1985,13,0,,,,
1985,14,-4,,,,
1985,15,-7,,,,
1985,16,-7,,,,
1985,17,,,,,
1985,18,,,,,
1985,19,,,,,
1985,20,,,,,
1985,21,-5,,,,
1985,22,-4,,,,
1985,23,,,,,
1986,0,-268,,,,
1986,1,-263,,,,
1986,2,,,,,
1986,3,-252,,,,
1986,4,-105,,,,
1986,5,-125,,,,
1986,6,-134,,,,
1986,7,-152,,,,
1986,8,-140,,,,
1986,9,-107,,,,
1986,10,-114,,,,
1986,11,-120,,,,
1986,12,-122,,,,
1986,13,-155,,,,
1986,14,-153,,,,
