year,hour,obs,D1,D7,D30,D365
1973,0,,,,,
1973,1,,,,,
1973,2,,,,,
1973,3,,,,,
1973,4,,,,,
1973,5,,,,,
1973,6,,,,,
1973,7,,,,,
1973,8,,,,,
1973,9,-80,,,,
1973,10,-80,,,,
1973,11,,,,,
1973,12,-80,,,,
1973,13,-80,,,,
1973,14,,,,,
1973,15,-80,,,,
1973,16,-80,,,,
1973,17,,,,,
1973,18,-80,,,,
1973,19,-79,,,,
1973,20,,,,,
1973,21,,,,,
1973,22,,,,,
1973,23,,,,,
1974,0,,,,,
1974,1,,,,,
1974,2,,,,,
1974,3,,,,,
1974,4,,,,,
1974,5,,,,,
1974,6,,,,,
1974,7,,,,,
1974,8,,,,,
1974,9,,,,,
1974,10,,,,,
1974,11,,,,,
1974,12,,,,,
1974,13,,,,,
1974,14,,,,,
1974,15,,,,,
1974,16,,,,,
1974,17,,,,,
1974,18,-10,,,,
1974,19,-12,,,,
1974,20,,,,,
1974,21,,,,,
1974,22,,,,,
1974,23,,,,,
1975,0,-30,,,,
1975,1,-30,,,,
1975,2,,,,,
1975,3,-30,,,,
1975,4,-33,,,,
1975,5,,,,,
1975,6,-40,,,,
1975,7,-40,,,,
1975,8,,,,,
1975,9,-40,,,,
1975,10,-43,,,,
1975,11,,,,,
1975,12,-50,,,,
1975,13,-57,,,,
1975,14,,,,,
1975,15,-70,,,,
1975,16,-73,,,,
1975,17,,,,,
1975,18,-80,,,,
1975,19,-77,,,,
1975,20,,,,,
1975,21,-70,,,,
1975,22,-77,,,,
1975,23,,,,,
1976,0,,,,,
1976,1,,,,,
1976,2,,,,,
1976,3,-110,,,,
1976,4,-107,,,,
1976,5,,,,,
1976,6,-100,,,,
1976,7,-100,,,,
1976,8,,,,,
1976,9,-100,,,,
1976,10,-100,,,,
1976,11,,,,,
1976,12,-100,,,,
1976,13,-100,,,,
1976,14,,,,,
1976,15,-100,,,,
1976,16,-97,,,,
1976,17,,,,,
1976,18,-90,,,,
1976,19,-90,,,,
1976,20,,,,,
1976,21,-90,,,,
1976,22,-87,,,,
1976,23,,,,,
1977,0,-70,,,,
1977,1,-67,,,,
1977,2,,,,,
1977,3,,,,,
1977,4,,,,,
1977,5,,,,,
1977,6,-50,,,,
1977,7,-55,,,,
1977,8,,,,,
1977,9,,,,,
1977,10,,,,,
1977,11,,,,,
1977,12,-80,,,,
1977,13,-97,,,,
1977,14,,,,,
1977,15,-130,,,,
1977,16,-127,,,,
1977,17,,,,,
1977,18,-120,,,,
1977,19,-120,,,,
1977,20,,,,,
1977,21,-120,,,,
1977,22,-117,,,,
1977,23,,,,,
1978,0,20,,,,
1978,1,17,,,,
1978,2,,,,,
1978,3,10,,,,
1978,4,10,,,,
1978,5,,,,,
1978,6,10,,,,
1978,7,10,,,,
1978,8,,,,,
1978,9,10,,,,
1978,10,7,,,,
1978,11,,,,,
1978,12,0,,,,
1978,13,0,,,,
1978,14,,,,,
1978,15,0,,,,
1978,16,-3,,,,
1978,17,,,,,
1978,18,-10,,,,
1978,19,-10,,,,
1978,20,,,,,
1978,21,-10,,,,
1978,22,-10,,,,
1978,23,,,,,
1979,0,-60,,,,
1979,1,-57,,,,
1979,2,,,,,
1979,3,-50,,,,
1979,4,-47,,,,
1979,5,,,,,
1979,6,-40,,,,
1979,7,-37,,,,
1979,8,,,,,
1979,9,,,,,
1979,10,,,,,
1979,11,,,,,
1979,12,-20,,,,
1979,13,-17,,,,
1979,14,,,,,
1979,15,-10,,,,
1979,16,-13,,,,
1979,17,,,,,
1979,18,-20,,,,
1979,19,-20,,,,
1979,20,,,,,
1979,21,-20,,,,
1979,22,-20,,,,
1979,23,,,,,
1980,0,-90,,,,
1980,1,-92,,,,
1980,2,,,,,
1980,3,,,,,
1980,4,,,,,
1980,5,,,,,
1980,6,-100,,,,
1980,7,-100,,,,
1980,8,,,,,
1980,9,-100,,,,
1980,10,-93,,,,
1980,11,,,,,
1980,12,-80,,,,
1980,13,-77,,,,
1980,14,,,,,
1980,15,-70,,,,
1980,16,-67,,,,
1980,17,,,,,
1980,18,-60,,,,
1980,19,-60,,,,
1980,20,,,,,
1980,21,-60,,,,
1980,22,-57,,,,
1980,23,,,,,
1981,0,-60,,,,
1981,1,-60,,,,
1981,2,,,,,
1981,3,-60,,,,
1981,4,-60,,,,
1981,5,,,,,
1981,6,-60,,,,
1981,7,-63,,,,
1981,8,,,,,
1981,9,-70,,,,
1981,10,-73,,,,
1981,11,,,,,
1981,12,-80,,,,
1981,13,-77,,,,
1981,14,,,,,
1981,15,-70,,,,
1981,16,-67,,,,
1981,17,,,,,
1981,18,-60,,,,
1981,19,-57,,,,
1981,20,,,,,
1981,21,-50,,,,
1981,22,-47,,,,
1981,23,,,,,
1982,0,-76,,,,
1982,1,-75,,,,
1982,2,,,,,
1982,3,-74,,,,
1982,4,-75,,,,
1982,5,,,,,
1982,6,-76,,,,
1982,7,-79,,,,
1982,8,,,,,
1982,9,-85,,,,
1982,10,-84,,,,
1982,11,,,,,
1982,12,-83,,,,
1982,13,-84,,,,
1982,14,,,,,
1982,15,-86,,,,
1982,16,-84,,,,
1982,17,,,,,
1982,18,-81,,,,
1982,19,-84,,,,
1982,20,,,,,
1982,21,-89,,,,
1982,22,-88,,,,
1982,23,,,,,
1983,0,12,,,,
1983,1,11,,,,
1983,2,,,,,
1983,3,8,,,,
1983,4,4,,,,
1983,5,,,,,
1983,6,-4,,,,
1983,7,-1,,,,
1983,8,,,,,
1983,9,5,,,,
1983,10,6,,,,
1983,11,,,,,
1983,12,9,,,,
1983,13,9,,,,
1983,14,,,,,
1983,15,9,,,,
1983,16,9,,,,
1983,17,,,,,
1983,18,8,,,,
1983,19,6,,,,
1983,20,,,,,
1983,21,3,,,,
1983,22,5,,,,
1983,23,,,,,
1984,0,-4,,,,
1984,1,-6,,,,
1984,2,,,,,
1984,3,-9,,,,
1984,4,-12,,,,
1984,5,,,,,
1984,6,-19,,,,
1984,7,-18,,,,
1984,8,,,,,
1984,9,-15,,,,
1984,10,-15,,,,
1984,11,-20,,,,
1984,12,-20,,,,
1984,13,-23,,,,
1984,14,,,,,
1984,15,-25,,,,
1984,16,-25,,,,
1984,17,-25,,,,
1984,18,-31,,,,
1984,19,-37,,,,
1984,20,,,,,
1984,21,-30,,,,
1984,22,-34,,,,
1984,23,,,,,
1985,0,-55,,,,
1985,1,-57,,,,
1985,2,,,,,
1985,3,-60,,,,
1985,4,-61,,,,
1985,5,,,,,
1985,6,-63,,,,
1985,7,-60,,,,
1985,8,-65,,,,
1985,9,-69,,,,
1985,10,-70,,,,
1985,11,-67,,,,
1985,12,-64,,,,
1985,13,-70,,,,
1985,14,-64,,,,
1985,15,-59,,,,
1985,16,-57,,,,
1985,17,,,,,
1985,18,-53,,,,
1985,19,-52,,,,
1985,20,,,,,
1985,21,-49,,,,
1985,22,-52,,,,
1985,23,,,,,
1986,0,17,-6,,,
1986,1,18,-3,,,
1986,2,18,-1,,,
1986,3,17,1,,,
1986,4,14,3,,,
1986,5,10,4,,,
1986,6,17,6,,,
1986,7,15,8,,,
1986,8,15,10,,,
1986,9,21,12,,,
1986,10,30,14,,,
1986,11,30,15,,,
1986,12,33,17,,,
