year,hour,obs,D1,D7,D30,D365
1973,0,,,,,
1973,1,,,,,
1973,2,,,,,
1973,3,,,,,
1973,4,,,,,
1973,5,,,,,
1973,6,,,,,
1973,7,,,,,
1973,8,,,,,
1973,9,70,,,,
1973,10,70,,,,
1973,11,,,,,
1973,12,,,,,
1973,13,,,,,
1973,14,,,,,
1973,15,,,,,
1973,16,,,,,
1973,17,,,,,
1973,18,,,,,
1973,19,,,,,
1973,20,,,,,
1973,21,,,,,
1973,22,,,,,
1973,23,,,,,
1974,0,,,,,
1974,1,,,,,
1974,2,,,,,
1974,3,,,,,
1974,4,,,,,
1974,5,,,,,
1974,6,,,,,
1974,7,,,,,
1974,8,,,,,
1974,9,90,,,,
1974,10,93,,,,
1974,11,,,,,
1974,12,100,,,,
1974,13,107,,,,
1974,14,,,,,
1974,15,120,,,,
1974,16,120,,,,
1974,17,,,,,
1974,18,120,,,,
1974,19,118,,,,
1974,20,,,,,
1974,21,,,,,
1974,22,,,,,
1974,23,,,,,
1975,0,,,,,
1975,1,,,,,
1975,2,,,,,
1975,3,,,,,
1975,4,,,,,
1975,5,,,,,
1975,6,,,,,
1975,7,,,,,
1975,8,,,,,
1975,9,60,,,,
1975,10,63,,,,
1975,11,,,,,
1975,12,70,,,,
1975,13,70,,,,
1975,14,,,,,
1975,15,,,,,
1975,16,,,,,
1975,17,,,,,
1975,18,70,,,,
1975,19,70,,,,
1975,20,,,,,
1975,21,,,,,
1975,22,,,,,
1975,23,,,,,
1976,0,,,,,
1976,1,,,,,
1976,2,,,,,
1976,3,60,,,,
1976,4,60,,,,
1976,5,,,,,
1976,6,60,,,,
1976,7,60,,,,
1976,8,,,,,
1976,9,60,,,,
1976,10,63,,,,
1976,11,,,,,
1976,12,70,,,,
1976,13,70,,,,
1976,14,,,,,
1976,15,70,,,,
1976,16,73,,,,
1976,17,,,,,
1976,18,80,,,,
1976,19,73,,,,
1976,20,,,,,
1976,21,60,,,,
1976,22,60,,,,
1976,23,,,,,
1977,0,70,,,,
1977,1,63,,,,
1977,2,,,,,
1977,3,50,,,,
1977,4,47,,,,
1977,5,,,,,
1977,6,40,,,,
1977,7,30,,,,
1977,8,,,,,
1977,9,10,,,,
1977,10,27,,,,
1977,11,,,,,
1977,12,60,,,,
1977,13,53,,,,
1977,14,,,,,
1977,15,40,,,,
1977,16,33,,,,
1977,17,,,,,
1977,18,20,,,,
1977,19,20,,,,
1977,20,,,,,
1977,21,,,,,
1977,22,,,,,
1977,23,,,,,
1978,0,50,,,,
1978,1,52,,,,
1978,2,,,,,
1978,3,,,,,
1978,4,,,,,
1978,5,,,,,
1978,6,60,,,,
1978,7,60,,,,
1978,8,,,,,
1978,9,60,,,,
1978,10,60,,,,
1978,11,55,,,,
1978,12,50,,,,
1978,13,50,,,,
1978,14,,,,,
1978,15,50,,,,
1978,16,50,,,,
1978,17,,,,,
1978,18,,,,,
1978,19,,,,,
1978,20,,,,,
1978,21,50,,,,
1978,22,47,,,,
1978,23,,,,,
1979,0,90,,,,
1979,1,93,,,,
1979,2,,,,,
1979,3,100,,,,
1979,4,87,,,,
1979,5,,,,,
1979,6,60,,,,
1979,7,67,,,,
1979,8,,,,,
1979,9,80,,,,
1979,10,83,,,,
1979,11,,,,,
1979,12,90,,,,
1979,13,87,,,,
1979,14,,,,,
1979,15,80,,,,
1979,16,87,,,,
1979,17,,,,,
1979,18,100,,,,
1979,19,97,,,,
1979,20,,,,,
1979,21,90,,,,
1979,22,87,,,,
1979,23,,,,,
1980,0,30,,,,
1980,1,27,,,,
1980,2,,,,,
1980,3,20,,,,
1980,4,20,,,,
1980,5,,,,,
1980,6,20,,,,
1980,7,27,,,,
1980,8,,,,,
1980,9,40,,,,
1980,10,40,,,,
1980,11,,,,,
1980,12,40,,,,
1980,13,40,,,,
1980,14,,,,,
1980,15,40,,,,
1980,16,43,,,,
1980,17,,,,,
1980,18,50,,,,
1980,19,53,,,,
1980,20,,,,,
1980,21,60,,,,
1980,22,57,,,,
1980,23,,,,,
1981,0,,,,,
1981,1,,,,,
1981,2,,,,,
1981,3,40,,,,
1981,4,40,,,,
1981,5,,,,,
1981,6,40,,,,
1981,7,43,,,,
1981,8,,,,,
1981,9,50,,,,
1981,10,53,,,,
1981,11,,,,,
1981,12,60,,,,
1981,13,63,,,,
1981,14,,,,,
1981,15,70,,,,
1981,16,67,,,,
1981,17,,,,,
1981,18,60,,,,
1981,19,57,,,,
1981,20,,,,,
1981,21,50,,,,
1981,22,47,,,,
1981,23,,,,,
1982,0,42,,,,
1982,1,43,,,,
1982,2,,,,,
1982,3,44,,,,
1982,4,41,,,,
1982,5,,,,,
1982,6,35,,,,
1982,7,35,,,,
1982,8,,,,,
1982,9,35,,,,
1982,10,44,,,,
1982,11,,,,,
1982,12,61,,,,
1982,13,68,,,,
1982,14,,,,,
1982,15,81,,,,
1982,16,66,,,,
1982,17,,,,,
1982,18,36,,,,
1982,19,43,,,,
1982,20,49,,,,
1982,21,,,,,
1982,22,,,,,
1982,23,,,,,
1983,0,31,,,,
1983,1,30,,,,
1983,2,,,,,
1983,3,28,,,,
1983,4,28,,,,
1983,5,,,,,
1983,6,29,,,,
1983,7,30,,,,
1983,8,,,,,
1983,9,31,,,,
1983,10,40,,,,
1983,11,,,,,
1983,12,58,,,,
1983,13,58,,,,
1983,14,,,,,
1983,15,,,,,
1983,16,,,,,
1983,17,,,,,
1983,18,55,,,,
1983,19,51,,,,
1983,20,,,,,
1983,21,42,,,,
1983,22,41,,,,
1983,23,,,,,
1984,0,,,,,
1984,1,,,,,
1984,2,,,,,
1984,3,30,,,,
1984,4,31,,,,
1984,5,,,,,
1984,6,33,,,,
1984,7,35,,,,
1984,8,,,,,
1984,9,38,,,,
1984,10,38,,,,
1984,11,,,,,
1984,12,38,,,,
1984,13,39,,,,
1984,14,,,,,
1984,15,41,,,,
1984,16,41,,,,
1984,17,,,,,
1984,18,41,,,,
1984,19,40,,,,
1984,20,,,,,
1984,21,38,,,,
1984,22,37,,,,
1984,23,,,,,
1985,0,73,,,,
1985,1,72,,,,
1985,2,,,,,
1985,3,71,,,,
1985,4,71,,,,
1985,5,,,,,
1985,6,70,,,,
1985,7,73,,,,
1985,8,,,,,
1985,9,,,,,
1985,10,,,,,
1985,11,,,,,
1985,12,90,,,,
1985,13,95,,,,
1985,14,95,,,,
1985,15,93,,,,
1985,16,100,,,,
1985,17,100,,,,
1985,18,94,,,,
1985,19,90,,,,
1985,20,85,,,,
1985,21,87,,,,
1985,22,75,,,,
1985,23,70,,,,
1986,0,64,59,,,
1986,1,63,60,,,
1986,2,,60,,,
1986,3,65,61,,,
1986,4,70,62,,,
1986,5,85,64,,,
1986,6,88,66,,,
1986,7,89,68,,,
1986,8,,,,,
1986,9,85,,,,
1986,10,80,,,,
1986,11,80,,,,
1986,12,81,,,,
1986,13,80,,,,
1986,14,80,,,,
1986,15,77,,,,
1986,16,79,,,,
1986,17,,,,,
1986,18,77,,,,
1986,19,73,,,,
1986,20,,,,,
1986,21,66,,,,
1986,22,63,,,,
1986,23,,,,,
1987,0,31,,,,
1987,1,33,,,,
1987,2,,,,,
1987,3,36,,,,
1987,4,40,,,,
1987,5,40,,,,
